comment,author,date,num_likes
언니 나 울어,빈생키드,2022-05-07T14:53:43Z,1
우유 빛깔 르르땅-!,월프Warlf,2022-05-07T14:53:30Z,1
킹아,왁포러브,2022-05-07T14:53:26Z,1
👍🏻👍🏻👍🏻👍🏻👍🏻,헤비그립 350,2022-05-07T14:52:31Z,1
르르님 음색이 너무 좋음..지하철 통학하면서 사이언티스트 맨날 듣는데 이곡도 개같이 무한재생하겟구만,별바람,2022-05-07T14:52:25Z,4
르르땅... 오늘도 너무이쁘다..,한승준,2022-05-07T14:51:26Z,3
아주좋구요 다음에는 더좋은영상 부탁합니다,gg gg,2022-05-07T14:50:40Z,1
르르땅 진자 너무 좋다 노래 좋고 음색도 최고고 직접 모캡한것도 넘 감동적이야아아ㅏㅇㄱ,박박,2022-05-07T14:50:35Z,7
"학창시절 아이돌 뭐시기 애니를 보던 애들을 이상한 애로 보던 제가
지금은 주스터피스를 보며 와 영상 잘 뽑혔다 ㅇㅈㄹ하고 있네요
ㅅㅂ... 인생...
최고다 주르르!
최고다 이세돌!
최고다 오영택!",June,2022-05-07T14:49:32Z,5
"르르땅이 직접 디렉하고 부르고 춤추고 편집하고 ... 🥺🥺 3집 준비하고 방송하고 이것저것 하느라 엄청 힘들었을텐데 직접 모든걸 했다는 것에서 너무 고맙고 감동적이다 ㅜㅜ 르르땅한테도, 폭도들한테도 정말 의미 깊은 곡인 듯 르르땅이 최고야!!!!!!!! 주르르 진짜 사랑해애애 ｡ﾟ( ﾟஇ‸இﾟ+)ﾟ｡",하,2022-05-07T14:49:18Z,192
르릇당 이노래 너무 잘어울려 이 노래 가사가 이렇게 좋은지 몰랐어ㅠㅠ 릇땅이 부르니까 더 와닿는 거 같아!!,망구,2022-05-07T14:48:43Z,7
주르르 사랑해........평생 죽도록 ㅠㅠ,김징주,2022-05-07T14:47:32Z,2
뒤에서는 야가다와 광대 일을 하고 일을 끝내고 돌아와선 역겨운 씹덕육수들을 상대하는 바쁜 스쿨지하돌 르르땅의 데뷔를 축하해!,별그냥,2022-05-07T14:46:27Z,8
너는 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,임현준,2022-05-07T15:41:43Z,0
좋다,IsThatCoin,2022-05-07T14:46:11Z,2
rrrr땅 노래 최고야😭😭😭 한국어버전일거라고 생각도 못했는데 개사도 너무 잘됐고 노래도 너무 좋고 최고최고,운수나쁜날,2022-05-07T14:46:06Z,7
킹아입니다 ㅠㅠㅠ,횟집한다네,2022-05-07T14:45:56Z,2
르릇땅 너무 귀여워 최고야 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ😍😍😍😍,3 1,2022-05-07T14:44:53Z,3
정말 누가 뭐래도 주르르는 아이돌이 맞구나,아이스본,2022-05-07T14:44:50Z,3
내 자장가 추가,찬물밥,2022-05-07T14:44:43Z,2
처음엔 많이 듣던곡이라 일본어가 아니라 어색했는데 듣다보니 개띵곡인듯 르르땅 화이팅!,연희,2022-05-07T14:44:43Z,8
좋다,박수현,2022-05-07T14:44:08Z,2
마스터피스는 주르르님에게도 저에게도 뜻깊은 곡입니다.. 개사를했어도 전혀 어색함이 없는 운율.. 좋은 목소리에 더해 순수 모션캡쳐까지.. 플레이리스트에 한곡이 더 추가되어 너무 좋고 그게 르르땅이어서 더욱 행복하네요 감사합니다,ZD장인,2022-05-07T14:43:53Z,62
"주르르는 다 좋은데 문제점이 있다
노래를 너무 못한다는 거",스틸로좋아,2022-05-07T14:43:46Z,0
이거 힙합이네요,Jay Lee,2022-05-07T17:28:03Z,0
댓글1은 과학,ㅇㅇ,2022-05-07T16:03:44Z,0
아~ 그렇구나~~,작나,2022-05-07T15:12:55Z,2
개잘했는데,킹아,2022-05-07T15:04:38Z,2
너 이런거 보니? 에 이런거 담당 르르땅... 이젠 말할 수 있습니다.. 나 이런거 봐!!!!!,김준영,2022-05-07T14:43:10Z,4
주르르는... 나의 인생이다,떡볶이피자,2022-05-07T14:43:09Z,1
뭐...아이마스 하셨으니 반대파 세력인 러브라이브도 잘 해주실거라고 믿고 있습니다...,갱생불가,2022-05-07T14:42:53Z,0
이세돌 올스타로 마스터피스 듣는 그날을 기다리겠읍니다....,움파둠파릴파,2022-05-07T14:42:12Z,0
왁굳형 도네유도까지해주는 진정한 효녀아이돌,이승섭,2022-05-07T14:41:23Z,8
이젠 고멤의 주르르에서 우리의 아이돌이 된 주르르를 응원해요!,고롱이,2022-05-07T14:41:16Z,4
요망한것..,Thono type,2022-05-07T14:40:55Z,4
어디서 들어봤나 했더니 왁굳형 도네음악으로 들어봤었네 ㅋㅋㅋㅋ,디지디지몬몬,2022-05-07T14:40:27Z,3
""" 아이돌은 스토리다 ""   -뢴트마조게이늄-



하치키타치",흔,2022-05-07T14:39:58Z,7
"WWWWWWW
아이고~~ 주르르님 3만원 후원~",twl,2022-05-07T14:39:37Z,4
가사가 넘 좋아요!!!,규림,2022-05-07T14:38:22Z,1
다아아아아아이스키이이이이이!!!!!!!!,Fustang_YJ,2022-05-07T14:36:58Z,1
"방탄소년단: 씨유     백댄서
주폭소년단: 주르르 백댄서
??? 큰거오나",애벌래,2022-05-07T14:36:13Z,3
"저 아이마스 정말 재밌게 봐서 좋아하는 애니인데 그중에서도 극장판 마스터피스 노래를 제일 좋아하거든요.
르르땅이 불러줘서 너무 좋네요. 복장이랑 영상도 너무 킹아~",빅학,2022-05-07T14:36:11Z,8
"최고다 르르땅 ㅠㅠ
열심히 노력해 오신 과정들을 지켜봐서 그런가 가사 내용도 더 와닿았고 울컥해 버렸네요",박재민,2022-05-07T14:35:49Z,5
잼도도랑 주폭소년단이 나올 줄은...,억도맨,2022-05-07T14:35:09Z,2
역시 도내 최고 SSS급 미소녀 르르땅!!! 사이코다제!!,익명,2022-05-07T14:35:00Z,2
르릇땅 완전 아이돌이야아아아아아아,유만두 · YUMANDU,2022-05-07T14:34:35Z,1
아니 주폭소년단 춤추는거 개 웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㄱㄱ,2022-05-07T14:34:16Z,3
귀여워,배트쿤,2022-05-07T14:33:30Z,1
방구석에서 VR끼고 춤췄을거 생각하니까 너무 귀엽네 ㅋㅋㅋㅋ,칸따삐야,2022-05-07T14:33:14Z,5
풀트 아니고 모캡 스튜디오 가서 함,코지,2022-05-07T15:05:49Z,0
최고다 주르르땅!!!!!,G,2022-05-07T14:33:08Z,3
정신차리고 보니 입 벌리고 보고 있던 내가 있었다.,둘기999,2022-05-07T14:33:00Z,2
자막 오타 찾아내는 애들 어케 찾았는데??? 르르땅 얼구보는라 틀린지도 몰랏네,정재욱,2022-05-07T14:32:53Z,1
주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르! 주르르!,WooWaa Kim,2022-05-07T14:32:09Z,2
"취업사기단과 함께한 르릇땅의 M@STERPIECE~

르르땅 100만 축하축하~",[ schnitter ],2022-05-07T14:32:09Z,3
"와...ㅋㅋ 몇년전 이었으면 쥰내 어질어질해서 토컨도 실패했을텐데 이젠 이세돌 덕질 짬밥좀 된다고 버티는거냐고ww
르르땅 사이코다제~!!!!",DamaGo,2022-05-07T14:30:43Z,4
노래 넘 좋다,차박이,2022-05-07T14:30:40Z,1
나 이런거 좋아하네..,고구마상,2022-05-07T14:30:20Z,1
너무 씹덕같으니 댓글 달지말아야지,Lazmatrix,2022-05-07T14:30:19Z,0
"딱 오프닝 시작하자마자 팔에 소름이 확돋았다 
우리가 알던 코튼튼이 맞는건가",진짜대단하다너,2022-05-07T14:29:30Z,8
갓곡과 갓르르님이 만나니 그야말로 마스터피스가 탄생해버린..,찍먹애니,2022-05-07T14:28:42Z,53
지금까지 이세돌을 보며 한번도 울렁거린적이 없었는데 처음이다 이런느낌.. 하지만 르릇땅이기에 스킵없이 끝까지 봤다!! 최고다 르릇땅!! 르릇땅이기에 해낼 수 있는 커버였다!!,케이,2022-05-07T14:27:50Z,5
와 캬 퍄~,"돈땃쥐 와타베, 저스트룩 와타메",2022-05-07T14:27:39Z,2
노래도 좋은데 원작 따라간 뮤비퀄이 ㄹㅇ 장난아니네 ㄷㄷ,최영원,2022-05-07T14:27:20Z,11
넘 이쁘다...🥹춤도 넘 르르땅스럽다했더니 직접 춘거군뇨ㅋㅋㅋ킹아~~!!근데 처음듣는 노래로서니 옷이 조큼 아쉽...더 이쁜옷 입어조~~~~😭,린예,2022-05-07T14:27:04Z,1
"_주르르에게는 스토리가 있다_

어떤 멤버보자 탄탄하고 강한 스토리가 있는듯..
시참,왁카데미,고멤,이세돌,이세돌 탈퇴후 쏠로 독립까지.... 곧 이세돌급 남성 아이돌로 사장이되어 직접 왁엔터 고로시 계획중이라는것에 박수를 보냅니다..",유튜브 고라니,2022-05-07T14:25:58Z,15
어허,백도,2022-05-11T03:56:54Z,3
왜 탈퇴시켜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,갈비,2022-05-07T19:31:17Z,3
고라니의 음해다 !!,악질팬치,2022-05-07T14:45:33Z,2
르르땅 진짜 최고야 너무너무 사랑해...,하,2022-05-07T14:25:58Z,4
"선곡이 진짜 찰떡이다 
자기한테 어울리는 노래를 너무 잘아는것같아요",xx 9999,2022-05-07T14:25:50Z,26
아이돌마스터 러브라이브 이런건 개씹덕들이나 보는거라고 생각했는데 어제 르르땅 마스터피스 볼 생각에 전날부터 신나있는 저를 발견했습니다 너무 좋아!,데타플,2022-05-07T14:24:54Z,1
이게 아이돌이죠...그렇죠...? 그런거 같아요...,자까,2022-05-07T14:24:47Z,3
이게 mmd가 아니였다니 르르땅 미쳤다...,륵끼,2022-05-07T14:24:12Z,5
2:17 백스핀 블로우 작렬 ㄷㄷ;;,천성규,2022-05-07T14:23:54Z,6
"와 르르땅을 다시 보게 된 그 과제곡을 개사해서 풀버전으로 발표를 하시다니!!!
너무 킹아!!!",보이스동VoiceDong,2022-05-07T14:23:34Z,3
wwwwww,륵끼,2022-05-07T14:23:03Z,3
먼가…. 급하게 만들었나..???,Minsoo Park,2022-05-07T14:22:04Z,0
르르땅 과제곡으로만 듣다가 풀버전 겟또!!!!!! 킹아!!!!💗🥺,이즌,2022-05-07T14:21:14Z,3
모션 캡쳐 했다고 생각하니까 넘 커엽자너.,얼음과자,2022-05-07T14:20:50Z,2
크 르르땅 최고야,최선비,2022-05-07T14:20:41Z,1
최고다 르르땅!!!,성이름,2022-05-07T14:20:34Z,1
허우왔다 르르땅 최고야 ㅠㅠㅠㅠㅠㅠㅠ킹ㅇ아ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무 좋아 르르땅 최고,최무선,2022-05-07T14:20:24Z,1
한국어는 맛이 존나 안 사네,책동,2022-05-07T14:20:12Z,0
@책동 근데 맛이 존나  안 사는 정도는 아닌데,ㅇ ㅣ,2022-05-08T05:18:36Z,0
@책동 맞는 말이긴 해,seoleim_,2022-05-08T04:40:57Z,0
"뭐든지 원곡이 가장 좋음 
팝송도 그 나라 말 그대로가 제일 좋고 제이팝도 일본어 그대로가 제일 듣기 좋음
언어마다 어감이라 해야 되나 그런 게 아예 달라서 다른 언어로 개사하면 본토 맛을 못 따라감 
애초에 나라마다 음악의 느낌이 다른데 그걸 억지로 다른 나라 언어로 바꾸니까 맛이 나겠냐고
내가 이 노래가 듣기 별로라는 것도 아니고 르르땅 커버 맘에 드는데 본토 맛에 못 미쳐서 맛이 안 산다 그뿐임",책동,2022-05-08T04:38:29Z,1
너가 이거 원곡을 너무 많이 들어서 그런듯 난 별로 안들어본 상태에서 이거 들으니까 ㅈㄴ좋은데 개사도 잘했고,ㅇ ㅣ,2022-05-08T00:34:58Z,0
@정재욱 캬ㅋㅋㅋ물마시고 오라는거 개지리는데?,seoleim_,2022-05-07T23:55:55Z,0
어라...? 아이마스가 맛있다고? 나 아이마스 좋아했구나..? 노래 너무 좋습니다 킹아!!,사모예드,2022-05-07T14:20:02Z,0
채고다 르르땅!!!,요거트,2022-05-07T14:19:55Z,1
좋다 좋아,대천사,2022-05-07T14:19:28Z,1
??: 일본어로 부르세욧!,SLee,2022-05-07T14:18:24Z,0
르르땅~~~평생 아이돌 해주라,nn,2022-05-07T14:17:51Z,1
아이도루 그자체네 ㄹㅇ,musirum,2022-05-07T14:17:20Z,1
르르땅 ㄱㅇㅇ,최용준,2022-05-07T14:16:58Z,1
"르르땅,, 나 눈물이 나오는거 같아.. 마스타 피ㅡ스//",이덩겅,2022-05-07T14:16:51Z,1
르릇땅... 사랑해!!,백한송이장미속 대장장미,2022-05-07T14:16:07Z,1
화이팅,홍광,2022-05-07T14:16:03Z,1
와 진짜 노래실력 왤케 많이 늘었대... 진짜 노래 잘해졌네,JungHyun1892,2022-05-07T14:15:54Z,8
"m@sterpiece는 킹정이지 세구땅의 아이돌 선언 다음으로 대작이였다 다음에는 union 
작게나마 소망해봅니다",EVo's Archive,2022-05-07T14:15:39Z,1
"<M@STERPIECE> 한국어 가사


자, 빛내볼까 하얗게!!
YES!! 여기 저기 모인 많은 추억의
눈부심이 오늘의 빛깔이 돼

자, 곧바로 날아갈게!!
YES!! 맘속 깊이 간직했던 미래
보란 듯이 변하는 힘찬 날개

STAGE, 꼭 잡은 마이크로
LIVE, 무대 위 춤을 추며
새로운 막을 열어보자 지금
NEVER END IDOL!!

꿈에 닿기 위해 해내갈 때
OH, 달려오며 꿈을 잇던 조각들로
힘껏 한 걸음 쭉쭉쭉 전할게요

꿈에 마주하는 멋진 하루는
마음이 이뤄냈던 모든 것이니까
두근거리는 이 마음이
이게 나의 M@STERPIECE

너에게 하고 싶은 말
나, 널 만나서 다행인 마음 담아
'고마워요, 다시 또 잘 부탁해'

SMILE, 함께 있을 때도
TEAR, 쓸쓸히 있을 때도
반짝거리는 그곳을 향하여 나아가
ALL STARS!!

다음날은 어떤 하루가 될까
아무도 그걸 장담한다 못한대도
그 말은 어떤 날이라도 될 수 있단 것

다음날은 '뒤를 쫓아서 가는 게' 아냐
지금으로 '변해가는' 거야
나아가, 내 자신이 되는
우리들은 M@STERPIECE

STAGE, 꼭 잡은 마이크로
LIVE, 무대 위 춤을 추며
새로운 막을 열어보자 지금
NEVER END IDOL!!
M@STERPIECE!!

꿈에 닿기 위해 해내갈 때
OH, 달려오며 꿈을 잇던 조각들로
힘껏 한 걸음 쭉쭉쭉 전할게요

꿈에 마주하는 멋진 하루는
마음이 이뤄냈던 모든 것이니까
두근거리는 이 마음이
우리들의 M@STERPIECE!!",백일하,2022-05-07T14:14:32Z,2
무엇보다 직접가서 춤췄다는게 너무 ㄱㅇㅇ,지루한 도토리,2022-05-07T14:14:12Z,2
최고다 주르르!!!,민성민성,2022-05-07T14:13:33Z,0
4:04 이거 때문에 재업되려나?..,_준,2022-05-07T14:13:14Z,1
4:04 자막 오류네요,민성민성,2022-05-07T14:12:09Z,1
아니 뭐야 mmd 아니고 직접 춘 거야?,곽태은,2022-05-07T14:11:20Z,0
최고다 주르르,뜸부기,2022-05-07T14:11:02Z,0
🤭🤍,윤지,2022-05-07T14:09:40Z,0
"""최고의 어버이날 선물""",Cell Y,2022-05-07T14:09:36Z,0
ㅋㅋㅋㅋㅋ,이동식 방패,2022-05-07T14:09:22Z,0
4:05 자막이 틀렸네용 마스터피스의 옥의티ㅜ,Gandew,2022-05-07T14:09:20Z,0
목소리 너무 이뻐요! ㅠㅠ,Jun P,2022-05-07T14:09:09Z,2
아니 이게 mmd가 아니라니 기술력 어디까지 가는거야~ 춤 실력도 어디까지 가~,ㅡㅡㅡ,2022-05-07T14:08:29Z,0
주폭소년단은 백댄서였냐구 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,곽태은,2022-05-07T14:08:17Z,2
"월요일 입대전...후회없는 영상...
그곳에서도 항상 응원할께요.",DukHuun Ryu.,2022-05-07T14:06:33Z,0
멤버들 반응이 뭔가 좀 이상하다 싶었는데... 스토리 컨셉이 있었군요... ;;;,Caros Kuder,2022-05-07T14:06:27Z,0
캬 아이돌마스터 아시는구나!,다오,2022-05-07T14:06:00Z,2
주루루! 주루루!,다잉,2022-05-07T14:05:28Z,0
이세돌 커버곡 나올때마다 울컥 울컥해,서리,2022-05-07T14:04:57Z,0
과제곡이 커버곡이 되다니,wincq1,2022-05-07T14:03:40Z,0
곱다…❤️,까만콩돌이,2022-05-07T14:03:29Z,0
이 노래를 아이돌 마스터 덕후 뢴트게늄이 좋아합니다. 아마도?,앙오태띠,2022-05-07T14:03:18Z,0
너무귀여우ㅜ....,득근왕이지나,2022-05-07T14:03:10Z,0
캬,qr ew,2022-05-07T14:02:52Z,0
ㄹㅇ 성덕... 자기가 좋아했던 노래로 노래 부르면서 춤 추고 무비까지 찍다니 크...,Shine,2022-05-07T14:02:22Z,0
그저 눈물만 흘렸습니다 르르땅 ㅠㅠ,제로로,2022-05-07T14:01:21Z,0
이젠 이거다 운전하면서 창문열고서 이 노래 틀고 다닌다.. 참을 수 없다..!,랏츠,2022-05-07T14:01:06Z,0
사이언티스트 들어야겠다,중요한것은 꺽이지않는 마음,2022-05-07T14:00:17Z,0
참을 수 없어요.,나동석,2022-05-07T13:59:28Z,0
아이돌은 스토리입니다,강소케,2022-05-07T13:59:28Z,0
애니 노래인거같지만 르르땅에겐 감동이 있어.. 그게 아이돌이니깐  르르땅!!!화이팅!!!,보들,2022-05-07T13:58:35Z,0
르르땅 최고다 ㅠㅠㅠ,1 23,2022-05-07T13:56:56Z,0
4:14초에 masterpice인데 마지막 e가 빠져서 masterpiec가 되어버린... 그래도 감동받아부렀습니다 ㅠㅠ 아이돌은 스토리다!! 히륵히륵,Lelolelo Lelolelo,2022-05-07T13:56:56Z,0
한국어 개사 너무 잘한듯 ㄹㅇ 내가 본 한국어 개사   노래 중에 가장 안어색함,ㅇ ㅣ,2022-05-07T13:56:56Z,1
원곡이랑 발음 맞추려고한 부분들이 눈에 띔,SLee,2022-05-07T14:19:46Z,0
"이 노래를 듣고 ""W"" 를 올려버렸습니다...",Lichten,2022-05-07T13:56:39Z,0
"주스터피스.. 너무좋습니다 르르땅을 본지 꽤 됐다고 생각하는데 가면갈수록 새로운매력이보이네요 항상 너무잘보고있습니다 르르땅,, !!",졸린다아,2022-05-07T13:56:28Z,0
완전 아이돌같다...,Dote6,2022-05-07T13:56:27Z,0
르르짱!!!으억 으헉흐허허허헣ㅎ헣ㄱ허허허핟가하허헣ㅎ허헣ㅎ..(너무 신나서 그만 사망),학생,2022-05-07T13:55:28Z,0
아주 좋소 선생,2004년의 기적,2022-05-07T13:55:24Z,0
들을수록 좋은 목소리...,Min Q,2022-05-07T13:54:52Z,0
와따시노 마스타피스~~WWWWWWWWW,tanya,2022-05-07T13:54:22Z,0
ㄹㅇ 이 감성 르르땅 밖에 못만든다,검정콩,2022-05-07T13:54:20Z,0
편집자님 4:05초 노래랑 가사가 다르네여,A njo,2022-05-07T13:53:52Z,2
주르르님께서 야가다와 3집녹음을 병행하면서 커버곡 준비 하신거라 새벽에 비몽사몽 편집하셔서 조금 실수가 있었다네요😭😭,오리덕,2022-05-07T14:38:10Z,0
"원작을 안봐서 그러는데 의상이 광대처럼 보이는것도 주르르님의 옛날 시참때 광대같다는걸 보여주는건가.
.. 뮤비 스토리를보니 주르르님과 젤 맞는 곡인듯합니다!",박카일,2022-05-07T13:53:21Z,0
아이돌은... 스토리다...,츄러스,2022-05-07T13:53:01Z,0
4:04 자막오류 ㅠㅠ,ELTO,2022-05-07T13:52:08Z,2
"르르땅 음색 미쳤다 ㄹㅇ
개사도 개같이 킹아",Senka,2022-05-07T13:51:43Z,0
아 예뻐..,아보카도냥,2022-05-07T13:51:25Z,0
킹아ㅏㅏㅏㅏㅏㅏㅏ,화나요,2022-05-07T13:51:17Z,1
잘한다 잘해@@,김정훈,2022-05-07T13:51:10Z,0
아직 몰입 못한 사람들 불쌍하다.. 나 눈물이 멈추지가 않아 르르땅 ㅠㅠ,김민재,2022-05-07T13:51:08Z,0
르르땅 최고다,신재호,2022-05-07T13:51:00Z,0
홍조 여신 주르르!,ㅅㅎ,2022-05-07T13:50:58Z,0
한국어 개사버전이라서 더 좋네요.,불빛월령,2022-05-07T13:50:42Z,0
"""아이돌은 스토리다""",리척,2022-05-07T13:50:18Z,0
가사가 너무 좋네요...마음을 울리는 노래같아요,배고픈불곰,2022-05-07T13:50:08Z,0
지금의 주르르를 있게 한 곡,발밤_,2022-05-07T13:49:57Z,0
사이코다제.. 르르땅..!,세현,2022-05-07T13:48:12Z,0
"커버하시는거 다 하나하나 노래도 좋고 영상도 이쁘네요 
항상 파이팅 하세요!",TreeLatte,2022-05-07T13:48:10Z,1
르르땅.. 나울어... .. 사이코다제~~🎀💕,냐냐냥,2022-05-07T13:47:39Z,0
르르땅 덕분에 이 노래 처음 알게 됐는데... 르르땅 음색이랑 너무 잘 어울려서 정식 커버만을 기다려 왔다고요... 너무 좋다 진짜... 감동하면서 보고있었는데 주폭소년단 보고 약간 과몰입 해제 됨 너무 웃겨서 ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠ,유윤,2022-05-07T13:47:36Z,0
킹아,ABOKAD,2022-05-07T13:47:30Z,0
오디션때와 지금이 교차되는게 먼가 애니의 한장면 같아서 좋다,손이시려워꽁,2022-05-07T13:47:22Z,1
직접추셨다는게 레게노네요 ㄷㄷ,주 경,2022-05-07T13:47:02Z,0
진짜 너무 잘만드셨네요...르르땅이 춤 직접췄다니....진짜 미쳤다..진짜 르르땅 못하는게 뭐냐구~~~~~,프렉,2022-05-07T13:46:03Z,4
르릇당 최고다!,Lo Si,2022-05-07T13:46:02Z,0
최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!최고다 르르땅!,림,2022-05-07T13:45:53Z,2
이세돌은 스토리가 있어!!,gichan hong,2022-05-07T13:45:35Z,0
혼자 얼마나 고생하신거야...대박입니다ㅠㅠ,_zoo east,2022-05-07T13:45:25Z,0
르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!르르땅!,みお,2022-05-07T13:45:25Z,1
너 이런거 보니의 이런거 답다,비헬시,2022-05-07T13:45:24Z,0
이것이 조선의 M@STERPIECE다,메롱메롱,2022-05-07T13:45:21Z,3
"몸연기,노래,뮤비, 다 너무 최고였습니다 킹아!",rwl4355,2022-05-07T13:44:50Z,0
이 노래 들으면 항상 벅차올라서 눈이 촉촉해져   ㅜㅜ..,리플리에,2022-05-07T13:44:09Z,1
르르땅은 스토리가 있다…. 평생 아이돌 하자 홍조여신 주르르🥹❤️❤️,올때바나나우유,2022-05-07T13:43:52Z,0
르르땅! 르르땅! 르르땅! 르르땅!,신쾌도,2022-05-07T13:43:32Z,0
갸아아아악!!!! 르르땅 다이스키!!!!!!!!,아이네 INE,2022-05-07T13:43:13Z,7637
ㄱㅇㅇ,오타쿠 뚤기,2023-01-03T14:10:58Z,0
아이마스 중독 아이네,HYOUNG CHUL SHIN,2022-08-11T09:59:34Z,0
하이네~~,북극여우,2022-07-28T14:48:02Z,0
99.....,겔겔겔둘기,2022-06-07T12:32:26Z,0
아이마스 맛있을지도..?,김태규,2022-05-30T16:16:55Z,0
체고다 르릇땅..!,씹덕육수,2022-05-07T13:43:12Z,1
왤캐 감동이지 ㅠㅠㅠㅠㅠㅠ.....? 과제곡으로 불렀던  마스터피스가 이젠 아이돌이 된 후 부르는 마스터피스 라니 ㅠㅠㅠㅠㅠㅠㅠㅠ 르르땅 최고야!!!!!!,덕덕듁,2022-05-07T13:42:08Z,2
"쵝오다!!!! 주르르르ㅡ르ㅡ르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르루루루루르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르르를

땅!!!!!!!!!!!!!!!!",난쟁이똥꾸털,2022-05-07T13:41:49Z,0
"아 왜 눈물나오냐고 ㅋㅋㅋㅋㅋㅋㅋㅋ
르르땅 힘낸거생각하면 찌통진짜ㅠㅜㅠㅠㅜ
르르땅 백년만년 행복하자💕",アンヒョギョン,2022-05-07T13:40:54Z,1
좋아요 100개 눌러주고싶다,J H,2022-05-07T13:40:38Z,0
mmd가 아니라 직접 춤을 춘게 진짜 너무너무 레전드야 ㅠㅜㅠㅜ,summer sky,2022-05-07T13:40:36Z,38
우윳빛깔 주르르!,KimBro김브로,2022-05-07T13:40:13Z,0
한명의 시청자가 어느덧 아이돌이 되어 스테이지에서 노래를 부르게 되다니…….뢴매니저 당신 말이 맞았습니다. 아이돌은 역시 스토리네요,한용,2022-05-07T13:40:02Z,17
공사판에서 흥띄우던 르르땅이 이젠 무대에서 공연을 하네...진짜 아이돌은 스토리다..,탁구왕김제빵,2022-05-07T13:39:54Z,1
4:04 여기 자막실수인가?,성이름,2022-05-07T13:39:20Z,1
실수래요. 영상 설명에 있음,kallru do,2022-05-07T13:41:37Z,0
와..........,몬피,2022-05-07T13:39:09Z,0
한국어 개사 너무 좋다 ㅠㅠㅠ 나 어째서 눈물이..ㅜㅠㅠ 😭😭😭😭,강낭콩,2022-05-07T13:38:26Z,3
킹아,신호준,2022-05-07T13:36:42Z,0
키야!!! 너모 좋타,콩국수,2022-05-07T13:35:53Z,0
"와 고3떄 마스터피스 보러 일본갔었는데 ㅋㅋ
6년 지난 지금도 같은 컨텐츠 즐기고 있네",눈뜬개,2022-05-07T13:35:15Z,0
4:15 진짜 몰라서 묻는건데 마스터피스 원래 저 스펠링인가요 오타 난건가요 ??,이름,2022-05-07T13:34:46Z,0
아핫 그렇네용,새까만고양이,2022-05-07T13:50:31Z,0
말고 뒤에 e빠진거요 !,이름,2022-05-07T13:47:43Z,0
그냥 a강조에요 골뱅안에 a있잖아융ㅎㅎ,새까만고양이,2022-05-07T13:37:39Z,0
르릇땅..사이코다졔🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊,BoHyung Shim,2022-05-07T13:34:24Z,0
4:04 가사 오탈자..ㅠㅠ 잘봤어요!,미니,2022-05-07T13:34:09Z,0
르르땅 나죽엉,옥자순,2022-05-07T13:34:02Z,0
르르땅 음색부터 모션까지 다 너무 예쁘다ㅜㅜ... 왕사랑해요❤,이경,2022-05-07T13:33:54Z,3
진짜 너무 최고입니다 르르땅..,해류아,2022-05-07T13:32:46Z,1
일본식 아이돌의상은 진짜 전설이다... 가슴이 옹졸해진다.. 몇십년전 트랜드냐...,탕수육짜장면,2022-05-07T13:32:43Z,1
캬,ㅇㅇ,2022-05-07T13:32:05Z,0
의상 너무 좋다 킹아~~,ㅋㄱㄱㄱㄱ ㄱ,2022-05-07T13:31:55Z,0
나 항마력 부족했네 ㅋㅋ,복영,2022-05-07T13:31:40Z,0
