comment,author,date,num_likes
쭈아용,김민성,2022-05-16T06:34:46Z,2
머리속을 르르땅이 지배해버렸다💜💕💜,건식빵,2022-05-16T06:15:18Z,1
콘서트보고나니 더큰감동이..,ITN,2022-05-16T03:42:55Z,9
제발 내머릿속에서 나가 주스터피스…,커신,2022-05-16T03:28:21Z,4
콘서트보고 또 들으러 왔습니다 킹아!!,모카멍,2022-05-16T01:09:27Z,1
목소리 너무 찰지다,지하수,2022-05-15T16:46:25Z,0
"""현생에 찌든 20대 직장인의 유일한 삶의 낙""",사덕 Saduck,2022-05-15T16:43:12Z,3
"5:04 이때 뢴트가 끄덕거리는 장면이 너무 웃기면서도 맘에 든다 ㅋㅋㅋㅋㅋㅋ
갠적으로 르릇땅 커버중에 제일 맘에 들어요! 언제나 응원하고 있습니다!!",용혁,2022-05-15T14:43:38Z,22
이게 주땜므 예고편 같은 건줄은 몰랐지.,hayake_,2022-05-15T14:27:02Z,5
주땜므 최고의 엔딩곡 물론 다른노래도 앵콜도 햄복햇습니다,ppippa,2022-05-15T14:26:44Z,1
르릇당 사랑해,인간임암튼인간임,2022-05-15T13:12:01Z,0
갓데뷔한 아이돌이 무대 위에 서서 이 노래 부르면서 시작과 희망을 노래하는 모습을 상상하니까 설레고 그것이 바로 본인들이 추구하는 마스터피스라는 부분에 깊은 감명을 받게되는 곡이네요 이 노래 들으면서 눈물도 나고 정말 감동했습니다 고개 끄덕이는 프로듀서를 보니 저도 덩달아 감정이입돼서 응원하고 싶게 되네요,지훈,2022-05-15T06:39:50Z,2
개인적으로 부모 자식 관계도 이랬으면 하는 바람입니다 ㅠ,지훈,2022-05-15T06:45:44Z,0
르르땅이 직법 춘거라고...? 아이돌은...스토리다..,김민재,2022-05-15T05:39:20Z,4
"너무 좋다 ㅠㅜㅠ,,,",YL,2022-05-15T05:38:19Z,0
🏴😍🏳️‍,kmc,2022-05-15T05:06:09Z,1
첫 공개했을땐 이게 최선인가? 라는 생각이 들었는데 이젠 하루에 10번씩 듣지않으면 르르땅의 환청이 들리는 지경에 이르렀습니다,MW C,2022-05-15T04:53:55Z,4
생각해보니 여기나오는 관중수 르릇땅 시청자수 잘나올때랑 비슷할듯 ㅋㅋㅋㅋ 찐 아이돌,BBamBBuruBBam,2022-05-15T04:19:35Z,1
뢴트님 만족하는게 왤케 우기짘ㅋㅋㅋㅋㅋㅋㅋㅋ,어드,2022-05-15T03:05:58Z,1
700,hanse lee,2022-05-15T01:59:31Z,3
"개사 센스도 좋고 르르땅 목소리도 미쳤고 
점프 낮은게 하찮으면서 귀여워..",모몬가,2022-05-15T01:11:26Z,6
개사가 음절을 맞춘게 미쳤네 ㄷㄷㄷㄷㄷ 개어울려,박태,2022-05-14T14:31:39Z,36
르르땅 !,스카리포웨트,2022-05-14T13:17:25Z,4
르르땅이 직접 춘 춤... ㄱㅇㅇ,어?쩔티비,2022-05-14T12:51:19Z,6
진짜 일본어 원곡과 비슷한 발음으로 개사하신게 신의 한수라고 생각해요!!,포이P ✦ ぽいP,2022-05-14T12:04:41Z,66
이거 보면 왜 눈물맺히지 ㅠ,비기,2022-05-14T07:12:13Z,6
2:36 몰래 음식먹어서 서로 뒤집어 씌우는거 개웃김 ㅋㅋㅋㅋㅋ,민경태,2022-05-14T04:57:32Z,3
주르르 당신떄문에 평생 관심도 없던 아이마스에 관심이 생길거같으니까 책임져,박세준,2022-05-14T04:18:39Z,2
아  나 아이마스 좋아하네..,비정상인,2022-05-14T03:48:16Z,4
토요일의 시작은 주스터피스와 주이언티스트💕💜💕,건식빵,2022-05-14T02:24:16Z,2
천재 아이돌 르르땅,ABC,2022-05-13T19:49:18Z,2
4:16 어E가 없넹?,파나나난,2022-05-13T16:41:49Z,2
"아 이건 군무로 춰야 제맛인데.... 그럼 더더더더 예뻤을텐데 아쉽다....
물론 르르땅도 엄청 잘했지만.",김진영,2022-05-13T15:42:28Z,0
이거 보면 왜 가슴이 뭉클해지지.. 르릇당은 전설이다..,성이름,2022-05-13T15:21:48Z,3
안녕하세요 아이돌마스터구독 종아요 영상 사랑해 ㅠㅠ,김성민,2022-05-13T15:03:01Z,0
"아이돌마스터 이름만 들어봤는데 
이거 듣고 한번 쯤 듣고 싶네요",히키킹의사륜안,2022-05-13T14:59:42Z,0
처음으로 아이돌마스터 노래를 들을줄이야.. 르르땅이 너무 잘 불러서 듣게된다..,IIIIIIIIIII,2022-05-13T14:39:45Z,0
"노래 부르는데  마이크가 없는게 좀 걸리긴하네요.
막대 마이크나 헤드기어  같은 마이크 같은거 끼면 더 몰입감 있을거 같아요.",밥묵자,2022-05-13T13:32:00Z,0
안봤지?,KuZ,2022-05-17T09:29:33Z,0
안경을 처 끼세요,아무나,2022-05-14T17:50:54Z,1
하하,작나,2022-05-14T16:35:52Z,0
있는데 ............,마여덕,2022-05-13T18:14:20Z,1
있는데 ...,히키킹의사륜안,2022-05-13T14:53:10Z,2
안녕하세요 유큐브 아이돌마스터 M@STERPIECE  영상,아이돌마스터 애브애프리션 ,2022-05-13T11:31:58Z,0
"다음날은 어떤 하루가 될까 아무도 그걸 장담한다 못한대도
그 말은 어떤 날이라도 될 수 있단 것 다음날은 '뒤를 쫓아서가는 게' 아냐
지금으로 '변해가는' 거야 나아가, 내 자신이 되는

우리들은 M@STERPIECE⭐",비구름,2022-05-13T10:46:28Z,9
"면접볼때 이노래있었던거같은데 완성된 곡이 됐네요. 잘듣고갑니다.
원곡보다낫네",레온티우스TV,2022-05-13T08:26:01Z,5
네에에에버어어 에에엔드으으~!!!!! 아하아아아히도오오오올~!!!!!! 마~!!!!! 쓰터 피쓰!!!!!!!!!!!!!!!!,iy k,2022-05-13T08:16:55Z,4
와 미친.,wawawaかも,2022-05-13T08:01:48Z,2
크으,아스톨포,2022-05-13T07:21:42Z,1
"진짜 누구보다 아이돌 아닌가??? 춤도 직접 춰서 모션 따고, 노래, 목소리 최고다.. 르르땅 말고 누가 아이돌 해?? 르르땅밖에 없어!!!",Rocki,2022-05-13T05:12:47Z,7
개사 노래 춤 맵 모든게 다 정성!!! 말도안되는 뮤비!!!,🦊 주니테일,2022-05-13T04:19:23Z,8
"1일 1주스터피스,주이언티스트",비숍퀸,2022-05-13T02:54:36Z,7
출석띠,ㅇㅇ,2022-05-12T23:53:35Z,1
que linda voz tiene 😊,PN,2022-05-12T22:46:25Z,18
하루의 시작은 주스터피스와 주이언티스트💕💜💕,건식빵,2022-05-12T22:08:41Z,2
ㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇ,고고,2022-05-12T21:28:49Z,3
개사되서 더 듣기 좋당.. 킹아~~,레서파안다,2022-05-12T21:05:53Z,1
너무 좋다 ㅎㄹ,와인뚝딱,2022-05-12T18:25:53Z,1
캬,ᄋᄋ,2022-05-12T16:28:11Z,1
하루에 5번은 듣는듯,HwanJin Jeong,2022-05-12T15:29:54Z,4
직접 추셨다니 르르땅 너무 귀엽구ㅠㅠㅠㅠ,조타,2022-05-12T15:14:29Z,3
르르땅 노래 부를 때 목소리 완전 이뻐요,고양이,2022-05-12T14:00:43Z,2
3:57 간주점프,푸른하늘,2022-05-12T10:38:21Z,2
더 봐 더 보고 매일 5번씩 봐 pc방 가서도 보고    폰으로도 보고 똥싸다가도 보고 샤워하다가도 보고 밥 먹다가도 보고 보다가도 또 보란 말이야 조회수 500만가자 얘들아 화력 이것밖에 안돼??? 무려 주스터피스라고!!!!!!!!!,위풍당당,2022-05-12T10:35:56Z,3
르르땅 최고다... 너무 잘어울리고 킹아야♥,루,2022-05-12T10:03:53Z,1
킹아킹아,박박,2022-05-12T08:45:56Z,1
never end idol~!!!........never end idol~!!!........never end idol~!!!........never end idol~!!!........,iy k,2022-05-12T07:53:15Z,3
"왜 계속 들어오게 된거지ㅋㅋㅋㅋㅋㅋㅋㅋ

노래 킹아!",케빈 kevin,2022-05-12T07:41:17Z,2
이게 아이돌의 스토리다💕💜💕,건식빵,2022-05-12T06:00:45Z,1
흠.. 이건 솔직히 좀 어렵다,아무나,2022-05-12T05:58:29Z,1
ㄱㅇㅇ,이찌,2022-05-12T04:29:12Z,1
주며들어서 하루온종일 반복재생으로 듣게되네,김두리안,2022-05-12T03:21:51Z,7
훈련소나와서 지금보는중인데 좋다... 흑,김영훈,2022-05-12T02:18:18Z,11
30연대니?,gogogogmbo gombogombo,2022-05-13T05:33:19Z,0
"중간중간 일본어 원판 가사랑 운을 맞춘 부분이 보이네요.
1:26 꿈에 닿게 위해 해'내갈 때'(일본어 원판: 夢を初めて願って/유메오 하지메테 '네갓테')
1:34 힘껏 한걸음 쭉쭉쭉 전할'게요오'(일본어 원판: ずっと一日ずつ繋げよう/즛토 이치니치즈츠 츠나'게요오')
첨 듣고 왜 마지막 음절을 늘였지 했는데 원판 가사랑 맞춘거였음 소름;;",갓경마을 이장님 | S.DEJAVU,2022-05-12T00:43:55Z,120
세상엔…. 능력자가 너무 많다,Jill Valentine,2022-06-14T14:57:52Z,1
치즈츠도 쭉쭉쭉이랑 비슷함..ㅜ,김촌촌,2022-05-20T07:36:34Z,1
0:48 빛깔이 돼 (光で/히카리데),유시영,2022-05-17T12:45:42Z,8
비까리데도잇음,비숍퀸,2022-05-14T14:14:35Z,2
비까리데~,ㅇ ㅣ,2022-05-14T08:32:29Z,4
명곡과 스토리가 합쳐진 감동쓰..,juy ho,2022-05-12T00:17:12Z,1
눈물날정도로 완벽한서사,김시호,2022-05-12T00:16:26Z,3
출석띠,ㅇㅇ,2022-05-11T23:57:12Z,1
르르당 너무 멋져요~,마시,2022-05-11T23:07:07Z,1
모두 다  주폭도가 되는것이와요...,양파쿵야,2022-05-11T18:32:15Z,4
2:46 가사가 어떻게 이렇게 예쁠 수가 있는거지,XPW ECW 하드코어 인베이젼,2022-05-11T17:50:20Z,26
ㄹㅇ와 가사 진짜 와닿는거 많았음,크쩐당,2022-05-27T05:16:33Z,1
ㅠㅠ 너무 귀엽구 노래도 잘하구 춤도 잘추고ㅠ 노래도 진짜 많이 늘었구!!! 르르땅이 최고여 최고!!!!,최삼돌이,2022-05-11T17:48:50Z,2
주르르때문에 이세돌에 입덕하게되다니,ㅇㅇ,2022-05-11T16:39:07Z,3
Jururu's voice is really great. Share this song to your friends quickly.,멘토,2022-05-11T16:33:26Z,20
개사 진짜 잘하셨다ㄷㄷ 단순히 직역하면 곡 디게 어색해질텐데 진짜 가사 하나하나가 어색한거 없이 부드럽게 넘어가지ㄷㄷ,SH,2022-05-11T15:48:39Z,5
"난 르르땅이 제일 아이돌에 걸맞다고 생각해. 

어떤 컨셉에도 어떤 스타일에도 어떤 그누구와도 잘어울릴 수 있는, 그런 백지같은 사람인거 같아.

내가 만약 사장이었으면 르르땅을 제일 먼저 뽑았을듯. 이런 옷 이런 느낌 까지 잘어울릴줄은 몰랐는데. 아이마스.. 핵씹덕물인줄로만 알았는데 한번 찍먹 해볼까?",달봄MINE,2022-05-11T14:46:46Z,7
???????,Mandu,2022-05-11T14:27:35Z,0
30도착 40출발하자!!!!!!💕💜💕,건식빵,2022-05-11T13:10:39Z,3
언젠가 우마뾰이 커버도 볼 날이 오기를 바라본다...,Raymond.J. Powell,2022-05-11T11:02:14Z,5
오,혜소주,2022-09-27T13:39:18Z,0
"5:04

(끄덕)",Candid,2022-05-11T10:28:16Z,1
wwwwwwwwwwwwww,BT,2022-05-11T09:28:28Z,1
0:23 자막 근본있네 허허,Chrisᆞ크리스,2022-05-11T09:25:54Z,2
"변함없이 꾸밈없는 빙그르르 ㅅ땅...
목소리 좋을지도",킴킴함정,2022-05-11T07:05:56Z,5
달다 목소리랑 아주 달아💕💜💕,건식빵,2022-05-11T06:43:00Z,1
4:24 힘껏~,Z 10,2022-05-11T05:22:39Z,1
"무슨 페이지당 하나씩 불만댓글이 있네
니들이 그렇게 만들어줄 거 아니면 감사합니다 하고 들어라 ㅋㅋㅋ",Game Shorts [Honey B],2022-05-11T03:58:30Z,8
@ㅇㅇ 그런 애들 특이 원곡에선 그런소리 안함ㅋㅋㅋ,ㅇ ㅣ,2022-05-14T08:33:10Z,0
@ㅇㅇ ㄹㅇ ㅋㅋㅋ,작나,2022-05-11T10:19:09Z,0
꼭 보면 무조건 옷구리다 춤구리다ㅋㅋㅋ원작이 그런걸 어쩌란건지,ㅇㅇ,2022-05-11T08:37:12Z,8
르르땅과 주폭도의 마스터피스.. 우리들의 마스터 피스야!!!!,지제준,2022-05-11T03:45:58Z,3
르르땅의 나의 마스터피스~~~!!,먹고싶다치킨,2022-05-11T03:10:16Z,1
원곡 가사랑 라임 맞춘 것도 소름돋네ㅋㅋㅋㅋㅋㅋㅋ,ln e,2022-05-11T01:50:28Z,2
우왕 마스터피스 대박~!!👍👍💕💕,안달뷩,2022-05-11T01:23:47Z,2
주폭스는 아니지만 조금 매니악한 느낌이 있어서 호불호가 있을듯(노파심) 주르르님 열심히 만들었는데 조회수 안나와서 마음상하는일 없도록 10번정도는 듣고 가야겠다.,그래형,2022-05-10T23:44:56Z,5
@그래형 ㅋㅋㅋㅋㄷㄷ,팔도비빔산본백산흥부부대찌게아구찜,2022-05-11T07:29:22Z,0
10번 다 들었습니다 노래 좋네요 주르르 화이토!,그래형,2022-05-11T00:24:20Z,0
계속 들으면서 글썼는데 듣다보니 강아지 좋은데? 굿!,그래형,2022-05-10T23:45:29Z,0
오늘도 들으러왔습니다💕💜💕,건식빵,2022-05-10T23:07:23Z,1
출석,ㅇㅇ,2022-05-10T23:03:49Z,1
모닝 주스터피스💛,비구름,2022-05-10T22:55:27Z,1
르르땅의 퓨전일식 쥰내 우마이!!!,닉넴결정장애,2022-05-10T22:54:11Z,1
우와 너무 이뻐서 말이 안나온다,비챤넴one픽,2022-05-10T22:44:43Z,1
아 진짜 르르땅 너무 이쁘다,렛미모,2022-05-10T22:09:59Z,2
진짜 아쉬운 점은 걸작 단체곡인데 세돌들 다 같이 했으면 진짜  K-버튜버 뽕 찼을 듯 물론 주스터피스도 왕아야~~,90 Hyunss,2022-05-10T17:46:41Z,2
"르릇땅,. 나 너무 행보캐",대구외국인노동자,2022-05-10T17:04:12Z,5
subscribe.,대구외국인노동자,2022-05-10T17:03:05Z,3
주르르의 모든 게 이 노래에 있는 것 같다...,구정수,2022-05-10T16:39:51Z,3
피카리대~,HwanJin Jeong,2022-05-10T15:48:53Z,1
한국어로 들으니 너무 감동적이다...,MiN,2022-05-10T15:12:41Z,1
왜 뢴트님이 멋지게 보이지?,주법사,2022-05-10T14:53:04Z,0
"리와인드로 입문하고 마스터피스, 아틀란티스 소녀로 푹 빠졌는데 감동 또 감동이에요. 한글이라서 더 좋은거 같아요",Byur1,2022-05-10T14:13:39Z,3
이노래를 처음  듣고 원작도 들어봤는데 혼자부르셔서 그러신지 더욱 깔끔하고 목소리도 잘 어울려서 위화감이 적은것 같아요 항상 좋은 방송 감사합니다 응원합니다 😊,베이비덕,2022-05-10T13:36:36Z,4
합격,머독방송,2022-05-10T13:06:53Z,4215
아드야…,현,2022-12-30T06:42:08Z,0
형?ㅋㅋㅋㅋㅋ,ACN,2022-12-28T12:20:52Z,0
ㅋㅋㅋㅋㅋㅋㅋ 머독p,맹구,2022-11-06T11:12:54Z,0
ㅁㄷㄱㄷ!!,에이징커브,2022-10-29T13:40:33Z,0
진수야. 주르르 이번에 아이유 - 어푸 커버한거 봐봐 너가 좋아할것같아,Good Evening,2022-10-24T08:46:53Z,0
옷 왜저러죠,ᄋᄋ,2022-05-10T13:01:35Z,1
셋다 닉 똑같네 뭐짘ㅋㅋ,ᄋᄋ,2022-09-13T12:47:45Z,0
나루호도,ᄋᄋ,2022-08-14T21:36:29Z,0
원작이 저러니까요,ㅇㅇ,2022-05-10T23:03:10Z,1
대중적인 한식으로 갔으면 하는 개인적인 바램이잇습니다! 노래는 잘 들었어용!!,OW꿀잠,2022-05-10T12:56:25Z,2
사이언티스트있잖아 계속 한식만 하는 것도 좀 그렇지,ㅇ ㅣ,2022-05-14T08:35:17Z,0
얘들아 왜케 화났니;,진참새,2022-05-11T03:09:09Z,0
사이언티스트 들으세요,구정수,2022-05-10T16:40:18Z,1
이세돌0구독의 일침이라...,ㅇㅇ,2022-05-10T13:53:32Z,7
WWWWWWWWWWWWWWWWWWWW,천타버스 CHUNTAVERSE,2022-05-10T12:27:25Z,0
이제 죽어도 르릇땅 최고!!💕💕밖에 할말 없음,그냥현수,2022-05-10T12:16:21Z,2
빛나는 아이돌~~~~~~~~ 르르땅 최고다!,mm3842,2022-05-10T09:49:07Z,3
"개미털기라니... 무리무리!

※무리가 아니였다?",Shiny Giratina,2022-05-10T09:32:32Z,2
얼마나 잘만들었으면 4:04 자막오류인데 아무도 지적안하냐 진짜 최고다 르르땅!!@@@~~~ 최고의 아이돌!!!,제1의관전자,2022-05-10T09:27:32Z,1
그만큼 최고란거지~~~,제1의관전자,2022-05-11T09:38:10Z,0
알잘딱 넘어가~,Guitar Hero,2022-05-11T09:25:04Z,0
다 아는데 설명란보고 눈치챙기고 말 안하는듯,ㅇㅇ,2022-05-10T10:06:16Z,7
르르땅 너무 좋으다!,ku Kim sin,2022-05-10T08:54:11Z,1
르르땅 나 춤을 외웠는데.. 흐느적댄스를 외워버렸어..,건식빵,2022-05-10T08:46:33Z,1
첫 공개때 주폭소년단 나오는거 보고 배꼽 빠지게 웃었는데... 계속 보다보니 그 부분에 왠지 찡함,밥도둑님,2022-05-10T08:27:36Z,1
이세돌 마스터 보고 보면 진짜... 감동이 열 배,TQWETY,2022-05-10T08:26:25Z,1
주스터~피스~,하늘,2022-05-10T08:05:14Z,1
르르땅 최고당,유봉,2022-05-10T07:52:28Z,2
다른이세돌 뒤에서 백댄스라도 해주지,아카리,2022-05-10T07:24:59Z,0
확실히 직접 추고 노래 하니깐 MMD처럼 칼군무 각은 안나와도 오히려 인공적이지 않고 느낌이 좋네요,Sakyamuni-御仏,2022-05-10T06:29:58Z,1
찌통인것이와요💕💜💕,건식빵,2022-05-10T06:13:42Z,1
르르땅-!-!!-!-!—! 아이도루-,리리,2022-05-10T05:06:50Z,1
루즈즈!,HwanJin Jeong,2022-05-10T04:37:38Z,1
출석,ㅇㅇ,2022-05-10T04:33:39Z,1
아 가슴이 왜케 뭉클하고 저릿저릿 한지.... 이게 찌통인가... 너무너무 고마워요 르르땅..  네버엔드 아이돌!!!!,dduldh,2022-05-10T04:07:14Z,16
"와....진짜 너무 예뻐요. 무대를 찢어 버리셨다
르르땅 다이스키~!!!!😍👍",_Nell_,2022-05-10T03:40:40Z,4
짱짱걸이다 이거야,김태영,2022-05-10T03:37:56Z,2
와 4k르르님 감사합니다 ㅠㅠ,keayerwar,2022-05-10T03:36:13Z,1
최고다 르릇당😭🤍,영찡,2022-05-10T03:29:01Z,1
"목표까지 가기위해 노력하고 또 노력하면서 
저도 모르는사이에 지치고  포기하고싶다 생각이 들고있었는데 르르님 노래를 듣고 다시 회복만땅 하고 갑니다! 감사해요!",공도리도리,2022-05-10T03:20:45Z,1
조아,박박,2022-05-10T02:57:17Z,1
""" 좋아 """,no deal,2022-05-10T02:17:16Z,1
르르땅 러브라이브 곡도 해줘...르르땅 러브라이버  면서 아이돌마스터 곡 커버라니....배신이야..?,얼음닭,2022-05-10T01:44:58Z,1
이거 어떻게든 빌보두 보낸다...,MAVIC,2022-05-10T00:17:02Z,6
"진짜 르르땅 실력도 너무 많이 늘었고 이 모든게 르르땅의 성장스토리가 되고 그 모든 순간을 르르땅과 함께 걸어와서 행복해,,르르땅 항상 응원할게 나만의 아이돌 주르르 최고!!",Rohigh,2022-05-10T00:15:00Z,8
중독이 되어 버렸다💕💜💕,건식빵,2022-05-09T22:20:55Z,1
감사합니다...감사합니다...감사합니다...감사합니다...감사합니다...감사합니다...감사합니다...감사합니다...감사합니다...감사합니다...,연수,2022-05-09T21:35:48Z,1
뢴트게늄 도대체 몇연승이냐!!! 이정도면 승부조작 아니냐구,유찬이,2022-05-09T20:13:50Z,0
발음이 원곡이랑 유사해서 되게 자연스럽다 놀랍네..,김촌촌,2022-05-09T19:27:40Z,4
개사가 굉장히 자연스럽가 잘 된듯!,kkaemul,2022-05-09T19:09:08Z,2
합격 전 과제곡을 직접 디렉터로 나서 이정도의 명작을… 르르땅 진짜 너무 대단하고 항상 고마워!!,ᄅᄋᄏᄏ,2022-05-09T18:21:50Z,8
우욱...,김진재,2022-05-09T17:22:12Z,0
굳,hoseong Son,2022-05-09T17:10:10Z,1
음색 너무좋구연,달좋은밤,2022-05-09T17:03:24Z,1
이세돌 자체를 최근에 알게 돼서 이 노래도 첨 듣는데 진짜진짜 넘 잘 어울리고 좋아요 르르님 목소리가 완전 꾀꼬리 그자체예요 🐦...,뿡민,2022-05-09T16:34:15Z,19
퀄뭐야..,에라이,2022-05-09T14:53:28Z,0
4:28 이부분 넘 좋다..,%,2022-05-09T14:29:44Z,5
나 아이마스 좋아하내,Mecha P,2022-05-09T14:27:45Z,1
스토리를 아는 사람을 두번 울리는 르르땅💕💜💕,건식빵,2022-05-09T14:17:47Z,1
르르땅 보컬 넘 죠아 ㅜㅜ,청포도봉봉이,2022-05-09T14:06:03Z,1
"주르르님 마스터피스도 들었으니 이젠 다른 분들의 파랑새와 약속을 듣고 싶습니다.
그리고 마지막은 이세돌의 스노하레 라면 난........ 난........ 성불 할 수 있어..",얼음,2022-05-09T13:37:57Z,0
노래 너무 좋다,스라소,2022-05-09T13:00:46Z,2
아이마스 다 본 주폭도로써 진짜 너무 감정이 겹쳐 말로는 못 하겠네요,선인장,2022-05-09T12:25:08Z,5
너무 귀여워....,라온누나,2022-05-09T12:00:52Z,1
굿굿,Awool,2022-05-09T11:34:46Z,1
르릇당... 천생 아이도루..,HwanJin Jeong,2022-05-09T11:31:29Z,1
"르르땅 다이스키... 
항상 건강하고 즐거운 방송! 
목소리가 너무 청아해서 좋습니다",Aurelia Cotta,2022-05-09T11:14:41Z,1
1일무한르르,Z 10,2022-05-09T10:55:58Z,2
트리플 백만 gazuaaaaaaa!!!!!!,준익김,2022-05-09T09:59:03Z,2
왁타버스의 영원한 아이돌 주르르!!!,강띵구,2022-05-09T09:53:28Z,1
멋져요 르릇당,레냥,2022-05-09T09:20:28Z,1
와 세상에;;  이걸 보게될 줄이야,Tank,2022-05-09T09:20:27Z,1
나.....주폭도가....되어 버릴지도?,일러레가꿈인뚤기,2022-05-09T08:28:43Z,5
도입부 악기느낌이 칸나기op 이랑 비슷한느낌스 르르땅 혼자서 무댈 다 채우네,DONGHO SHIN,2022-05-09T07:58:24Z,3
확실히 이래서 도전하는 사람이 아름답다 라는 말이 생긴거구나,적금시작,2022-05-09T07:45:02Z,6
우!리!들!은 주스터피스@@!!!!,으까,2022-05-09T07:37:01Z,3
점프가 묘하게 어색한게 첫데뷔라서 약간 미숙한 모습을보여주는줄 알았는데 모션캡쳐였었네 ㅋㅋㅋ,neomuhane,2022-05-09T07:30:48Z,0
뢴트게늄 너무 무서워요,기믕가,2022-05-09T07:29:16Z,0
히이익!,카호쟝 카와이,2022-05-09T06:59:21Z,0
"자 빛내볼까 하얗게
Yes 여기 저기 모인 많은 추억의
눈부심이 오늘의 빛깔이 돼
자 곧바로 날아갈게
Yes 맘속 깊이 간직했던 미래
보란 듯이 변하는 힘찬 날개
STAGE 꼭 잡은 마이크로
LIVE 무대 위 춤을 추며
새로운 막을 열어보자 지금
NEVER END IDOL
꿈에 닿기 위해 해내갈 때
OH 달려오며 꿈을 잇던 조각들로
힘껏 한걸음 쭉쭉쭉 전할게요
꿈에 마주하는 멋진 하루는
마음이 이뤄냈던 모든 것이니까
두근거리는 이 마음이
이게 나의 M@STERPIECE
너에게 하고 싶은 말
나 널 만나서 다행인 마음 담아
고마워요 다시 또 잘 부탁해
SMILE 함께 있을 때도
TEAR 쓸쓸히 있을 때도
반짝거리는 그곳을 향하여 나아가
ALL STARS 
다음날은 어떤 하루가 될까
아무도 그걸 장담한다 못한대도
그 말은 어떤 날이라도 될 수 있단 것
다음날은 뒤를 쫓아서 가는 게 아냐
지금으로 변해가는 거야
나아가 내 자신이 되는
우리들은 M@STERPIECE
STAGE 꼭 잡은 마이크로
LIVE 무대 위 춤을 추며
새로운 막을 열어보자 지금
NEVER END IDOL
M@STERPIECE
꿈에 닿기 위해 해내갈 때
OH 달려오며 꿈을 잇던 조각들로
힘껏 한 걸음 쭉쭉쭉 전할게요
꿈에 마주하는 멋진 하루는
마음이 이뤄냈던 모든것이니까 
두근거리는 이 마음이 
우리들의 M@STERPIECE",컬러패턴,2022-05-09T06:25:54Z,11
.,플리,2022-07-02T10:08:14Z,0
르르땅....흑흑....눈물이난다....,함군,2022-05-09T06:20:38Z,151
함재님.......,명,2022-05-16T11:44:47Z,0
더블사장님...,김참새,2022-05-12T08:23:40Z,0
사장사장님 ㄷㄷ,진참새,2022-05-09T08:23:43Z,8
목소리가 달아...💕💜💕,건식빵,2022-05-09T05:42:03Z,2
뢴트 왜이렇게 멋있냐,Jaye,2022-05-09T05:33:28Z,1
르르땅이 예뻐서 보지만 제이팝 멜로디 진짜 별로긴 별로다 ㅋㅋㅋㅋㅋㅋ,유튜브 답글 알람 꺼놓음,2022-05-09T05:10:06Z,1
와.. 개사 퀄 뭐야! 분명 한글 가사인데도 불구하고 발음이랑 음절이 원곡이랑 비슷하게 맞춰진 것 같아 듣기가 좋네요...ㅎㅎ 르르님 목소리는 말 할것도 없구요!!,"B.H - Anime review, piano",2022-05-09T04:26:18Z,178
어라라.. 어째서... 눈물이..? 5252 르릇땅... 감동이라구...!,이쁘세현,2022-05-09T04:08:46Z,1
"""완벽해""",hwi real,2022-05-09T03:43:50Z,2
역시 아이돌은 성장형이야~,복실복실,2022-05-09T03:28:21Z,2
나의 원픽!,조민철,2022-05-09T03:21:35Z,3
르릇땅 너무 잘해~~,U How,2022-05-09T02:47:20Z,1
와..마스터피스 원곡 느낌 내려고 개사를 엄청 신경써서 했다는 느낌이 드네요. 최곱니다 르르땅ㅠ,카바지,2022-05-09T02:45:05Z,4
목소리랑 노력해준게 너무 고마울뿐이다 정말로 주폭도 울어😭😭💜🦊,건식빵,2022-05-09T02:38:00Z,1
어라... 나 어째서 눈물이?,모닝빵,2022-05-09T02:25:53Z,2
"노래 너무 이쁘다❤️
청량하고 포근한 주르르님 목소리 💛
스토리랑 연기 너무 감동💙
너무 귀여운 춤은 덤❤️
개사 너무 찰떡💛
이게 아이돌이지💙",H P,2022-05-09T02:20:43Z,3
하트 형형색색인거봐,니얼굴,2022-05-11T02:04:47Z,0
아이마스가 이렇게 달다고?,kangji,2022-05-09T01:07:31Z,2
너무 좋아 르르땅~~,루하루,2022-05-09T00:58:28Z,1
2:30 이제 보니 여기 세명 이터널리턴 대회 3만원 벌어온 조합이네 ㅋㅋㅋㅋㅋ 대회 상금으로 떡볶이 사먹은거냐고!!,BetheLove S2,2022-05-09T00:22:42Z,23
르릇ㄷ응당 채고다1!1!ㅠㅜㅜ,PPI TTI,2022-05-09T00:13:38Z,1
들을수록 감동이네,김훈수,2022-05-08T23:57:50Z,1
르르땅 춤 잘 추네 다시 보니까 아이돌 맞다,앙조아,2022-05-08T23:29:07Z,3
아이돌이네요 진짜 듣고 나서 또 생각 나서 들어요 홧팅입니다ㅎㅎ,Kim Hyeon,2022-05-08T22:58:54Z,1
1일 1주스터피스 하러옴 르릇당 사랑해ㅠㅠ😭😭,hagendaz trio,2022-05-08T22:49:24Z,3
목소리에 뭔가 르르땅이 주는 힘이있음💜,건식빵,2022-05-08T22:40:01Z,6
